"cpi","cpi_food","cpi_clothes","cpi_housing","cpi_transport_communication","cpi_medical","cpi_edu_entertain","date"
1.74892133489175,4.19076730704244,2.52155583679485,1.18092554278313,0.636248294060326,0.585196247217734,0.0586854476936516,2014-07-01
2.05239174062779,5.4362719926405,2.69331727065252,1.44888075012179,-0.0596065982281679,0.468293538726883,0.235294226202765,2014-08-01
0.708611602478371,1.40606192072728,3.16104872265406,1.34152472743363,-1.3338840017858,0.633684791709221,-0.453470808626033,2014-09-01
1.04482139067201,3.27100387717802,1.84998282388591,0.840176884450905,-1.71596202828264,0.567183214225508,-0.069324092897638,2014-10-01
0.850411000630036,3.58770529986847,0.996226300329095,0.586110889546632,-2.5689114924953,0.507664860687207,-0.330016800345412,2014-11-01
0.600486065872818,4.2434774369946,1.20374895534345,0.26394267241594,-4.98112967189659,0.273277546608153,-0.0100185342968295,2014-12-01
-0.943816298258682,4.36131675160336,1.14926858007935,-2.19897925535832,-7.29377059567318,0.497829131039484,-1.52431344947628,2015-01-01
-0.204369688182737,3.04836685647789,0.612059444132029,-2.1370025736192,-6.65301569283514,0.185302632629814,0.757616650813198,2015-02-01
-0.622994324912174,1.40892795217136,0.78007572233032,-0.43116186343477,-6.49625643963372,0.233576748531572,0,2015-03-01
-0.822731253553588,1.4778368001422,-0.561980381802396,-1.08109161042158,-6.07740353685227,-0.0486783828917758,-0.158966749820078,2015-04-01
-0.734160948236884,0.886052839582518,-1.14874015961783,-0.745613186445482,-4.97015710112958,0.0292411912995227,-0.228526106708049,2015-05-01
-0.566573753567745,1.85459861070632,-1.57333400365482,-0.81222647261443,-5.51927510501127,-0.0388991544339135,-0.0197491854103227,2015-06-01
-0.63419065252841,1.74234738350263,-1.69703420346332,-0.734019134919972,-6.08785932181419,0.116629423269909,0.107500621151591,2015-07-01
-0.439687192772187,3.03618528270224,-0.658930865082041,-1.11862304343688,-6.9220037731025,0.233326957887403,0.0587371529368497,2015-08-01
0.295364894832151,5.71385244250946,-0.63453288329125,-1.18618489037159,-6.82129658231556,0.339558900113879,-0.0593002587055302,2015-09-01
0.31418124572955,4.98871644060204,-1.16918320803832,-1.33191666369257,-5.28926976180903,0.602762859389472,0.19794147397203,2015-10-01
0.527857648707286,5.11265387090205,-0.736990899156087,-1.09686732844798,-4.96716097972376,0.417861742072834,0.369944930243005,2015-11-01
0.135096035214488,2.95309232086662,-0.861054664702809,-0.852988161196588,-3.98195318652057,0.708981748959481,0.17017872869296,2015-12-01
0.808144216201612,2.69146236890014,-1.61468507599327,1.56012505050489,-2.95416791004746,0.553480074879964,0.390762483101792,2016-01-01
2.37774112713582,8.12914538282454,-0.816914580814121,1.41001243787811,-3.30769453784399,0.641027836091901,0.605884781260002,2016-02-01
1.99155847620709,8.28803860545015,0.0414336032444673,-0.364012404503011,-2.61038507348959,0.6395370635083,0.129954534208476,2016-03-01
1.84887307943677,7.65391180042627,0.175381962155807,-0.475436711727362,-2.39942959283033,1.16179058722361,0.1788198370404,2016-04-01
1.22381676792065,5.65721703299555,0.0375657404869223,-0.810761807180427,-2.23254260058088,1.05667213613643,0.139165032400257,2016-05-01
0.901166102429318,4.46553870879285,-0.0480653698271105,-0.750381146071355,-1.44738673817066,0.91015345561809,-0.544636688170996,2016-06-01
1.22630392864584,5.37816049082291,0.355520816892163,-0.83715080555633,-1.25054618267617,0.706579913016547,-0.20532884261053,2016-07-01
0.563597040394637,2.5724336043603,1.11258354087465,-0.808144216201612,-0.608878663656132,0.899034524655917,-0.323482122983698,2016-08-01
0.33243132670604,0.866899339722327,1.32587357909468,-0.691168485248461,0.23574807317992,0.550539855794074,0.108690292800873,2016-09-01
1.68720718469055,5.09685389529508,0.837804999641545,-0.315987228459669,0.319625245472732,0.733948248804595,0.187682180838955,2016-10-01
1.95266867736894,6.21699565479243,0.369174392523242,-0.37490178085946,0.494040313203303,0.955467385572906,0.159553284745773,2016-11-01
1.67347916893021,4.35574030393457,0.615794660618008,-0.384748661867818,2.5590042761241,0.780839750848905,0.269690020125424,2016-12-01
2.21538669579262,2.92779667114509,0.158682964964463,0.00985950210319331,4.54672731437293,0.906117632102355,1.80363624860984,2017-01-01
-0.0666127445291487,-0.760074599143934,0.256003416657613,0.059142436420867,4.05977689219847,1.2124859856101,-1.49197899088334,2017-02-01
0.1817052094645,-1.7405032484282,0.392765362795355,0.187090793581213,2.75872161266211,1.31460896242297,0.468431613521414,2017-03-01
0.104896781658681,-2.42622528113978,-0.833492508165534,0.958458006695473,2.27233785786707,1.34807720574894,0.237930121167285,2017-04-01
0.592056733266499,-0.0429793276053303,-0.253843035755796,0.978027059932973,0.5335622518432,1.81562560366793,0.277750401751486,2017-05-01
0.997111912555937,2.16436533230677,0.335973438183679,0.954057080891957,-0.480026523116006,1.8147584951258,0.524883601686987,2017-06-01
0.768322489591977,1.21802110577063,-0.0493023724427388,0.885607462026083,0.0319880580645027,1.88225114581018,0.31271402401396,2017-07-01
0.957489421501023,1.32912009517741,-1.2958270004769,1.08897527279677,0.927858200466147,1.70797530116369,0.362621066731883,2017-08-01
